Planet;Id;TextStraDllId;New game sector;Rescaled X;Rescaled Y;Core/Rim;PictureId;EncyclopediaDescription
Sullust;238;11880;Outer Rim West;374;699;Rim;162;"Sullust (M-17, Outer Rim West, 2 hyperlanes)
Geology: Planet, Hot, Volcanic Molten Surface
Species: Sullustan (native), Human
Economy: Starfighters, Assault Shuttles
History: Sullust is a barren, volcanic world. In its earliest days, Sullust was a proud and influential member of the Galactic Republic. During the High Republic Era, Republic Pathfinders attempted to chart hyperspace routes near Sullust during the Hyperspace Rush. In the years following the Invasion of Naboo, the rogue Jedi Count Dooku spread political propaganda on Sullust and eventually they would secede to the CIS. During the Clone Wars, it hosted a battle between the Republic and the Confederacy of Independent Systems. The planet eventually came under the jurisdiction of the Galactic Empire following the proclamation of the New Order, and was reduced to vassal status and a source of fuel for the Imperial Military. The world became an essential mining and manufacturing center for the Empire.
Sources: Clone Wars, Rebels, Battlefront 1, Atlas
"
Takodana;239;11881;Outer Rim West;346;642;Rim;165;"Takodana (J-16, Outer Rim West, 2 hyperlanes)
Geology: Planet, Lakes, Plains, Seas, Temperate Forests
Species: Artiodac, Frigosian, Human, Kyuzo, Volpai
Economy: -
History: Takodana is a remote, neutral planet that is covered in lush forests. Thousands of years ago, a battle between the Jedi and Sith occurred on the planet, Maz Kanata's castle would eventually be built on the grounds where that battle took place. During the High Republic Era, Takodana hosted a Jedi Temple, which came under attack from members of the Nihil. Takodana has strived to maintain it’s neutrallity, as such it serves as a popular port for fugitives, smugglers and explorers. 
Sources: Episode 7, Rebels, Battlefront 2
"
Bonadan;240;11920;Tingel Arm;821;144;Rim;16;"Bonadan (S-3, Tingel Arm, 5 hyperlanes)
Geology: Planet, Polluted, Eroded Wastes, Industrial Centers
Species: Duro, Human, Hiitian, Timbu, Tiss'shar
Economy: Consumer Goods, Food, Luxury, Tech, Industrial Goods, Minerals
History: Bonadan is the chief port world of the Corporate Sector, boasting 10 gigantic spaceports. Bonadan's yellow, parched surface was heavily eroded, and its topsoil had been destroyed due to constant drilling and construction. The once-beautiful landscape was scorched and barren from years of strip-mining, pollution, and mismanagement. The remaining surface was covered with factories, refineries, docks, and shipbuilding facilities. A massive weather-control station lay in the mountains to the north of the main cities.
Sources: Atlas"
Cantonica;241;11921;Tingel Arm;801;152;Rim;23;"Cantonica (S-4, Tingel Arm, 2 hyperlanes)
Geology: Planet, Dry, Desert, Artificial ocean
Species: ...
Economy: -
History: Cantonica is a desert world in Corporate sector space. The world is home to the largest artificial ocean in the galaxy and to a large casino city, popular among wealthy elites with more money than common sense. The artificial ocean costs a fortune to maintain, which presumably paid for by the worlds gambling enterprises. The world is also a popular hide out for smugglers and criminals. Like many other worlds in the Corporate sector, Cantonica made liberal use of prisoners with jobs. 
Sources: Episode 8
"
Dellalt;242;11922;Tingel Arm;810;217;Rim;44;"Dellalt (T-6, Tingel Arm, 4 hyperlanes)
Geology: Planet, Humid, Lakes, Mountains, Plains
Species: Dellaltian (native), Human
Economy: -
History: A mostly ocean covered world in the Tion cluster. It was home to the Dellatians, Huge, sentient, lake dwelling reptiles who would ferry people and cargo for a fee. Durring the clone wats, Dellat was allied with the conferdacy, however it was conquered some time after order 66 was issued. 
Sources: Atlas
"
Florn;243;11923;Tingel Arm;810;179;Rim;63;"Florn (T-5, Tingel Arm, 4 hyperlanes)
Geology: Planet, Temperate, Jungles, Ocean
Species: Lamproid (native)
Economy: -
History: Florn was known for it’s dangerous jungles. These jungles were so dangerous infact, that without the aid of nerve implants or improved natural reflexes, any normal person would die instantly. 
Sources: Atlas"
Lothal;244;11924;Tingel Arm;839;222;Rim;97;"Lothal (U-7, Tingel Arm, 2 hyperlanes)
Geology: Planet, Temperate, Mountains, Prairies, Rocks, Semi-arid Savannah, Marshes
Species: Loth-wolf (native), ...
Economy: Agricultural Equipment, Industrial Machinery, Raw Materials, Doonium, Food, Starfighters, Starship Components, Tech
History: Lothal is a quiet habitable world in the outer rim. Most of its economy is agricultural, however due to it’s remote location and a lack of interest in the world, it’s economy began to stagnate and it’s industries were sold to the Empire. The planet was quickly developed with mining operations as well as starship manufacturing and testing opperations. This displaced local farmers and polluted the planet, leaving many dissatisfied with imperial rule. 
Sources: Rebels
"
Mon Cala;245;11925;Tingel Arm;833;203;Rim;109;"Mon Cala (U-6, Tingel Arm, 4 hyperlanes)
Geology: Planet, Temperate, Ocean
Species: Mon Calamari (native), Quarren (native), Whaladon (native), Amphi-Hydrus (native)
Economy: Food, Medicine, Tech, Seafood, High Tech, Starships, Weapons
History: Mon Cala was ruled by a monarcy, ruled primarily by the Mon Calamari. The Quarrens were resentful of this and sided with the Confederacy durring the clone wars, leading the world becoming a battleground. While the world remained allied with the republic, it did not accept the rule of the Galactic Empire. The people of Mon Cala fought hard for indipendence, but in the end the Mon Calamari fled the world in a Massive exodus fleet, taking the remainder of their Merchant fleet with them. Many of these ships would eventually be converted to serve the Rebel Alliance. These ships included the MC80 line of Mon Calamari Cruisers. 
Sources: Clone Wars, Atlas
"
Pakuuni;246;11926;Tingel Arm;830;185;Rim;130;"Pakuuni (T-6, Tingel Arm, 4 hyperlanes)
Geology: Planet
Species: -
Economy: -
History: Pakuuni was a haven for pirates and outlaws. 
Sources: SWTOR"
Quermia;247;11927;Tingel Arm;790;179;Rim;137;"Quermia (S-5, Tingel Arm, 4 hyperlanes)
Geology: Planet, Temperate, Gardens, Oceans
Species: Quermian (native)
Economy: -
History: Quermia is a garden world in the outer rim territory. The world was blockaded by separatist forces durring the clone wars, however after the collapse of the confederacy the blockade was lifed and the world quickly fell under imperial controll. The locals however, did not see this a substantial improvement over confederate rule. 
Sources: 
"
Raxus;248;11928;Tingel Arm;801;198;Rim;142;"Raxus (S-5, Tingel Arm, 4 hyperlanes)
Geology: Planet, Temperate, Forests, Hills, Oceans, Plains
Species: Varied
Economy: -
History: Raxus was the capitol world of the Confederacy of Independent systems and a key world in the Tion Hegemony. The planet was reknown for it’s beauty. During this time the world was blockaded by a Seperatist fleet that closely monitored traffic in and out of the planet. Some time into the War Jedi padawan Ashoka Tano and senetor Padmé Amidala managed to smuggle themselves onto the world and engaged in secret negotiations with Mina Bonteri, however while the negotiations were successful, their plans were later foiled by Count Dooku. The planet remained alligned with the Confederacy until the end of the war when it was forced to surrender.
Sources: Clone Wars
"
Zygerria;249;11929;Tingel Arm;781;158;Rim;200;"Zygerria (S-4, Tingel Arm, 4 hyperlanes)
Geology: Planet, Temperate, Dry, Plains, Mesas, Highlands, Rocky
Species: Zygerrian (native)
Economy: Sentient beings, Slaves
History: Zygerria was a prominent world in the outer rim and home to a slaver empire. However the Jedi order and the Republic brought this prominence to a close, when they cracked down on slavery. However the Zygerrians rose again by allying themselves with the Confederacy, who were more lenient to slavery. 
Sources: Clone Wars, Rebels
"
Ahch-to;250;11792;Unknown Regions;160;422;Rim;3;"Ahch-to (E-13, Unknown Regions, 0 hyperlane)
Geology: Planet, Temperate, Ocean, Archipelago 
Species: Lanai (native), Human
Economy: -
History: Ahch-To, known by many names in ancient legends. It was the birthplace of the Jedi Order and home to the ancient Jedi texts. The world was thought to have been lost to time. 
Sources: Episode 7, Episode 8, Episode 9"
Csilla;251;11793;Unknown Regions;119;390;Rim;37;"Csilla (F-8, Unknown Regions, 7 hyperlanes)
Geology: Planet, Cold, Ice-locked
Species: Chiss (native)
Economy: Food, Luxury, Tech, Info
History: It is the capital world of the Chiss Ascendancy. Because of the change in temperature, a majority of the planet's four billion residents moved offworld to the planets Rentor, Avidich and Sarvchi. Those who remained moved underground. Chiss space was generally considered safe from outside local threats, though Csilla was openly attacked in 19 years before the battle of Yavin. Thrawn hails from Csilla. 
Sources: Atlas"
Exegol;252;11794;Unknown Regions;119;371;Rim;59;"Exegol (F-7, Unknown Regions, 0 hyperlane)
Geology: Planet, Hot, Dry, Rocky, Desert
Species: Human, Symeong
Economy: -
History: Exegol once had a fertile environment, until the Sith established their presence there and laid waste to the planet. According to legend, two Sith Lords, Darth Noctyss and Darth Sanguis, reached Exegol in their quest for immortality, which the former hoped to learn from the latter.
Sources: Episode 9"
Ilum;253;11795;Unknown Regions;146;382;Rim;77;"Ilum (G-7, Unknown Regions, 0 hyperlane)
Geology: Planet, Cold, Tundra, Forests
Species: Human
Economy: Kyber Crystals
History: Hidden beneath Ilum's frigid surface was what came to be known as the Crystal Cave. Within the maze-like caves grew kyber crystals, which brought the Jedi Order to Ilum so they could harvest the crystals in a rite of passage known as the Gathering. The Empire has strip-mined the planet for Kyber Crystals. Leaving deep scars in the planets surface that are clearly visible from space.
Sources: Episode 7, Clone Wars, Rebels, SWTOR, BattleField 2, Atlas"
Lwhekk;254;11796;Unknown Regions;125;439;Rim;100;"Lwhekk (C-16, Unknown regions, 0 hyperlane)
Geology: Planet, Hot, Cities, Jungles, Oceans, Volcanoes
Species: Ssi-ruuk (native), P'w'eck (native)
Economy: Energy, Ksaa, Fft
History: Lwhekk is a planet in the unknown regions. Little is known about this world asside from rumours and myths. It is said to be home to large lizard-like creatures who abduct humans for unknown purposes. All that is known is they are never seen again. However these claims cannot be substantiated as none have traveled there and returned to tell the tale. 
Sources: Atlas
"
Nagi;255;11797;Unknown Regions;113;421;Rim;117;"Nagi (B-14, Unknown Regions, 0 hyperlane)
Geology: Planet, Arid, Mountains
Species: Nagai (native)
Economy: Food, Tech
History: Around 296 BBY, the Nagai were reaching the height of their civilization, and were beginning to experiment with rudimentary hyperspace technology. An unmanned probe sent to explore the other planets of their star system, however, was detected by a Tof warship. The Tofs found Nagi an easy target for their depredations and immediately set about conquering the planet and enslaving the Nagai. The Nagai fought back, however, and unlike previous victims of the Tofs, survived not only the initial attack but also three hundred years of Tof oppression. Enough Nagai evaded the Tofs to devote their remaining resources to defense and space travel, sending scouts into the galaxy to find targets for their own conquest. Finding the Galactic Empire and Rebellion at war, the Nagai scout Krai H'voc advised waiting until the defeat of the Empire before advancing on the rest of the galaxy. The Nagai allied with an Imperial splinter group under the command of Lumiya and fought on many worlds before Tof pursuers forced the Nagai into a peace agreement with the Alliance of Free Planets, successor of the Rebellion. They defeated the invading Tof forces at Saijo, and while some Nagai chose to remain in the greater galaxy, the Nagai expeditionary force, along with Mandalore Fenn Shysa and his contingent of Mandalorian resistance fighters, returned to Nagi to fight the Tofs still holding their homeworld.
Sources: [legends], Atlas"
Parnassos;256;11798;Unknown Regions;148;363;Rim;132;"Parnassos (H-6, Unknown Regions, 0 hyperlane)
Geology: Planet, Cliffs, Plateaus, Spires of Black Rock, Caves, Desert, Oceans
Species: Human, Chadra-Fan, Dug, Gand, Rodian
Economy: -
History: Parnassos was settled during the Republic Era by Con Star Mining Corporation, which wanted to exploit the planet for its metals and minerals. Con Star also established several settlements throughout the planet with laboratories, factories, mines, and houses for the colonists. Con Star also built a powerful automated orbital defense system around the planet. However a poorly maintained reactor at an unidentified Con Star station malfunctioned, devastating the planet's environment. The surrounding land was reduced to a radioactive wasteland called the dead lands. Much of the surrounding continent was reduced to a barren desert.
Sources: Atlas"
The Redoubt;257;11799;Unknown Regions;168;379;Rim;173;"The Redoubt (H-7, Unknown Regions, 2 hyperlanes)
Geology: Planet x10
Species: Chiss
Economy: -
History: The Redoubt, formally the Chiss Redoubt, was a remote star cluster that was located in Chiss space, near the Utegetu Nebula, and that contained at least ten habitable planets and hundreds of stars. It contained the Brask Oto Command Station system, in which was the Brask Oto Command Station, Brask Oto Command Station was a facility set up by the Chiss Ascendancy at the entry of The Redoubt. The station itself acted as a battle station. It was located in the Brask Oto Command Station system, in Chiss space in the Unknown regions.
Sources: -"
Zakuul;258;11800;Unknown Regions;135;421;Rim;196;"Zakuul (D-13, Unknown Regions, 0 hyperlane)
Geology: Planet, Swamps, Bogs, Southern Ocean
Species: Human
Economy: -
History: The planet has a unique connection to the Force, being balanced between the light and dark sides, similar to Odessen. Legends speak of an ancient and advanced empire that once ruled this world. The Eternal empire as it was named was said to have once waged war with both the Republic and the Sith at some point, however much of the story has been lost to time 
Sources: [legends], SWTOR"
Zonama Sekot;259;11801;Unknown Regions;143;401;Rim;199;"Zonama Sekot (F-9, Unknown Regions, 0 hyperlane)
Geology: Planet, Temperate, Rainforests, Mountains, Rivers, Small Polar Ice Caps, Small Oceans, Tampasi
Species: Yuuzhan Vong (native), Ferroan, Langhesi, Human
Economy: -
History: Zonama Sekot was an astronomical object located in the Unknown Regions. It was situated in an otherwise empty and unexplored area, in the neighborhood of the planets Ahch-To and Rakata Prime. The object is strangely reported to have been in different locations at different times throught galactic history.
Sources: Atlas"
Brentaal IV;260;12129;Core Worlds North;450;347;Core;21;"Brentaal IV (L-9, Core Worlds North, 5 hyperlanes)
Geology: Planet, Rocky
Species: Human, Herglic, Skakoan
Economy: Food, Trade Goods, Financial Services
History: The pirate Q'anah and her father were natives of Brentaal IV, and Q'anah's father served House Cormond as a bodyguard until he was given a lucrative offer by House Elegin of the planet Asmeru to work for them instead. The planet was the site of the Republic Futures Program training facility, where Galen Erso met and befriended Orson Krennic in 36 BBY. Jul Tambor helps the Skakoans on exile on Brentaal IV. The Nuxan informant Bodo Linx had a contact, Qensog, on Brentaal IV, who he believed could help reconnect the fragmented Rebel Alliance after the Assault on the Mako-Ta Space Docks giving Leia Organa the contact's details. The rebels later met with Qensog, and he gave them the locations of both Admiral Ackbar's Home One and Hera Syndulla's Geist. Bentraal IV was a key foothold for the New Republic during the final days of the Galactic Civil War. It and other planets in the Bormea sector were defended by the New Republic's Vanguard Squadron.
Sources: Atlas
"
Chandrila;261;12130;Core Worlds North;431;353;Core;27;"Chandrila (L-9, Core Worlds North, 0 hyperlane)
Geology: Planet, Rolling Hills, Calm Seas
Species: Jawa, Human, Mon Calamari, Pantoran, Rodian, Trandoshan, Twi'lek
Economy: High Tech, Food
History: During the early rebellion against the Galactic Empire, Chandrila was listed as an Alliance to Restore the Republic safe world. During the Galactic Civil War, Chandrila supported the Alliance. By 1 BBY, Chandrila had become one of the thousands of worlds that suffered under Imperial rule. Mothma, by that time the chancellor of the Alliance, recognized her homeworld's suffering but believed she could not let her personal biases get in the way of the Rebellion's decision making; with thousands of worlds suffering under Imperial rule, she could not simply decide to point their resources at helping the one planet.
Sources: Andor, Clone Wars, Rebels, Battlefront 2"
Esseles;262;11859;Core Worlds North;469;343;Core;58;"Esseles (L-9, Core Worlds North, 0 hyperlane)
Geology: Planet, Temperate, Urban, Ocean
Species: Bothan, Herglic, Human
Economy: High Tech, Starships, Food, Raw Materials 
History: Esseles is a planet in the galaxy that had been contested territory throughout the early years of the Empire and is home to a secret Imperial listening post concealed in its icy rings. The Carrack-class light cruiser was designed and manufactured by the Damorian Manufacturing Corporation based on Esseles.
Sources: Squadrons
"
Palanhi;263;12134;Core Worlds North;413;334;Core;131;"Palanhi (K-9, Core Worlds North, 4 hyperlanes)
Geology: Planet, Small Oceans, Volcanic Islands
Species: -
Economy: -
History: Palanhi joined the Galactic Republic early in its history, sometime between 25,000 BBY and 22,000 BBY, although it was outside of Republic space at the time. During the Alsakan Conflicts, it supported Alsakan. Palanhi was the site of a battle won by the Republic during the Jedi Civil War. The planet didn't secede during the Clone Wars. Late in the war, the planet was heavily contested until a Separatist victory was achieved due to the use of Scorpenek annihilator droids in combat.
Sources: Atlas"
Shili;264;12071;Core Worlds North;462;315;Rim;153;"Shili (L-8, Core Worlds North, 0 hyperlane)
Geology: Planet, Temperate, Cities, Savannahs, Seas, Plains, Rainforest Valleys, Mountains
Species: Togruta (native), Human, Twi'lek
Economy: -
History: Shili was known to produce famously melodramatic holovids. One of the signs in Shili's zodiac system was called Ai. Its traits were wisdom, charisma, and exceptional virility. The constellation representing that sign was formed from blue dwarf stars. A being born under Ai also had the sign Genry on Coruscant.
Sources: Clone Wars, Rebels"
Coruscant;265;12133;Core Worlds North;423;392;Core;35;"Coruscant (L-9, Core Worlds North, 6 hyperlanes)
Geology: Planet, Temperate, Ecumenopolis
Species: Human (native), Taung (native), Zhell (native), ...
Economy: Food, Medical, Culture
History: Coruscant is the capitol of the galactic empire, prior to this, it was also home to the galactic senate and the administrative capitol of the Galactic Republic. The History of Coruscant has been closely tied to the history of the republic from it's early days and one of the core founders. The planet is almost entirely cased in a single, multi-leveled, urban sprawl, collectively known as Imperial City or Galactic City. The surface is dominated by massive skyscrapers, gleaming city streets and bustling traffic. However below the surface levels, the decaying lower levels were home to the poor and unfortunate citizens, along side the criminal gangs that ruled the undercity. Coruscant is also famous for being the former home of the jedi council and the site of a massive Jedi temple, which has now been repurposed as the Imperial palace.
Sources: Episode 1, Episode 2, The Clone Wars, Episode 3, Rogue One, Episode 6, Andor, Clone Wars, Rebels, Atlas"
Sissubo;266;12135;Core Worlds North;450;365;Core;154;"Sissubo (L-9, Core Worlds North, 0 hyperlane)
Geology: Planet, Frozen, Rock
Species: -
Economy: -
History: Sissubo was surrounded by a debris field that consisted of remnants of salvaged Galactic Empire starships as part of the New Republic's Project Starhawk. The graveyard of starship salvage that surrounded it provided a first line of defense for the New Republic capital on nearby Chandrila.
Sources: Squadrons
"
Skako Minor;267;12136;Core Worlds North;458;386;Core;155;"Skako Minor (L-9, Core Worlds North, 2 hyperlanes)
Geology: Planet, Temperate, Canyons, Caverns, Craters, Fungal forests, Mountains
Species: Poletec (native), Skakoan
Economy: -
History: Skako minor was controlled by the Techno Union, whose headquarters was the city of Purkoll. Despite the Techno Union's ostensible neutrality, Skako Minor was captured by the Galactic Republic during the Clone Wars, and its successor, the Galactic Empire, maintained the occupation into the Galactic Civil War.
Sources: Clone Wars
"
Tepasi;268;11864;Core Worlds North;469;368;Core;170;"Tepasi (L-9, Core Worlds North, 5 hyperlanes)
Geology: Planet, Forests
Species: Human (native)
Economy: Tertiary, Commerce, Finance
History: Tepasi was colonized by prior to the formation of the galactic republic. The world was already establishing itself as a commercial hub before becoming on of the founding members of the Galactic Republic. Now the world is mostly governed by the Noble House of Tagge, who run their opperations from this world. 
Sources: -
"
Wor Tandell;269;12137;Core Worlds North;413;372;Core;190;"Wor Tandell (K-9, Core Worlds North, 0 hyperlane)
Geology: Planet, Tropical, Jungles, Oceans
Species: Human
Economy: -
History: During the Gorse Conflict, while attempting to persuade Hera Syndulla to leave Gorse with him, Kanan Jarrus offered to take her there, saying it was nice. Imperial Captain Rae Sloane later imagined that Count Denetrius Vidian's cyborg staff on Calcoraan Depot, among other things, managed trading with Wor Tandell.
Sources: Rebels, Atlas"
Anoat;270;12080;Western Reaches;366;768;Rim;6;"Anoat (K-18, Western Reaches, 2 hyperlanes)
Geology: Planet, Polluted, Toxic, Urban
Species: Human, Ugnauht
Economy: Food, Raw Materials, Industrial Goods
History: Once a sprawling city-world, Anoat served as the capital of the entire Anoat sector. However, years before the Battle of Yavin, the entire planet was gassed by the Galactic Empire, and the atmosphere became toxic and poisonous, forcing much of the population to flee from the polluted world. Some people, however, did not leave the planet. Those who did not die were driven insane by the toxins, evolving over time into savage and feral creatures referred to as ""Lurkers."" During the Galactic Civil War, the planet was under the control of the Galactic Empire and contained the sector's largest concentration of Imperial forces. Sometime after the Battle of Crait, the Resistance maintained a camp on Anoat.
Sources: Atlas
"
Bespin;271;12081;Western Reaches;385;758;Rim;13;"Bespin (K-18, Western Reaches, 3 hyperlanes)
Geology: Gas Giant
Species: Human, Ugnaught
Economy: Tibanna
History: During the Galactic Civil War, Bespin remained unaffiliated, but that did not prevent the Galactic Empire from garrisoning the planet and seizing Cloud City.
Sources: Episode 5, Episode 6, Episode 9, Battlefront 1 and 2, Atlas
"
Gerrenthum;272;12082;Western Reaches;404;748;Rim;69;"Gerrenthum (K-18, Western Reaches, 4 hyperlanes)
Geology: Planet, Temperate, Urban
Species: Human, Nothoiin, Lutrillian, Mugaari
Economy: Tech, Food, Labor
History: It was from Gerrenthum, 400 years before the Battle of Yavin, that Lord Ecclessis Figg plumbed the depths of the Twin Nebulae and blazed the Lutrillian Cross and Nothoiin Corridor. By the time of the Galactic Civil War, its fortuitous location at the junction of three important hyperspace routes led Gerrenthum to grow from a sleepy Outer Rim planet into a modern megaworld. It was surrounded by thousands of nav beacons that outlined the corridors off and on the planet, and thousands of starships passed through the spaceports of Gerrenthum every hour. Gerrenthum was also the headquarters of the various Figg corporations, including Figg & Associates, Figg Excavations, and the Outer Javin Company. Planetary security was tight for members and friends of the Figg family.
Sources: Atlas"
Hoth;273;12083;Western Reaches;385;776;Rim;75;"Hoth (K-18, Western Reaches, 3 hyperlanes)
Geology: Planet, Frigid, Frozen Ice Plains, Glaciers, Oceans, Mountains
Species: Skel (native)
Economy: -
History: Hoth notably hosted Echo Base during the Galactic Civil War, the temporary headquarters of the Alliance to Restore the Republic, until the Galactic Empire located them, initiating a major confrontation known as the Battle of Hoth.
Sources: Episode 5, Star Wars Galaxies, SWTOR, Battlefront 1, Battlefront 2, Atlas"
Isde Naha;274;12084;Western Reaches;404;784;Rim;79;"Isde Naha (K-18, Western Reaches, 4 hyperlanes)
Geology: Planet
Species: -
Economy: -
History: It was settled after the Galactic Republic defeated the Mugaari, but before Ecclessis Figg's discovery of a route through the Twin Nebulae. It sat on the junction of the Corellian Trade Spine and the Lipsec Run that opened up the backwater of the Greater Javin. It was highly industrialized, with a significant Figg family presence in its engineering and financial economic areas. It was a conservative, rigid planet with no tolerance for those who engaged in smuggling.
Sources: Atlas"
Lotho Minor;275;12085;Western Reaches;347;741;Rim;98;"Lotho Minor (I-17, Western Reaches, 0 hyperlane)
Geology: Planet, Hot, Acid Rain, Junkyard, Junk Mountains, Caverns, Tunnels
Species: Junker (native), Anacondan, Dathomirian Zabrak, Duro
Economy: Refuse, Salvage
History: Lotho Minor, also known as the Junk World, is a ruined planet. It was discovered early in the history of the Galactic Republic. As one of the galaxy's dumping grounds, Lotho Minor's surface was covered with mountains of trash amassed over untold generations, which brought salvage operations to the planet in search of machinery that could still be repurposed. Planets such as Naboo dumped their trash there. Following his defeat at the Battle of Naboo, with his body shattered, the Sith Lord Darth Maul went into exile in the bowels of Lotho Minor, where he lost his mind. To escape the planet, he sent out a transmission, offering a great sum of credits for the capture of himself in hopes of luring a starship that he could escape in. The transmission was intercepted by the droid Captain Spikewheel and her crew of scavenger hopefuls; however, Maul's attempt to flee the planet failed. The crazed Sith was eventually found by his brother, Savage Opress, over a decade after the former's defeat on Naboo. During the Galactic Civil War, the Duros Akar Duel ruled over a collection of monster droids built from Lotho Minor's scrap and claimed the planet as his own, but his servants turned against him and gained their freedom following an encounter with the Rebel Alliance droid C-3PO.
Sources: Clone Wars, Rebels"
Lutrillia;276;12086;Western Reaches;366;750;Rim;99;"Lutrillia (J-18, Western Reaches, 4 hyperlanes)
Geology: Planet, Hot, Barren Plains, Oases
Species: Lutrillian (native)
Economy: Drive Equipment, Ochroid Dust
History: The native Lutrillians evolved a nomadic lifestyle to avoid subterranean predators, and to visit widely dispersed water sources. This lifestyle adapted to modern technology, with over one hundred wheeled platform-cities crossing the planet at its equator, stripping the surface of food, water, and iron ore. Half of the cities traveled east and half traveled west. Many thousands of smaller vehicles transported passengers and cargo between these rolling behemoths. Additionally, since a stalled vehicle would likely become prey to such burrowing predators as nippers and chompers, spare parts were a critical import.
Sources: Atlas"
Nevarro;277;12117;Western Reaches;358;796;Rim;122;"Nevarro (J-19, Western Reaches, 0 hyperlane)
Geology: Planet, Ashen, Rocky, Volcanic
Species: Human, Melbu, Jawa, Rodian, Suerton, Trandoshan, Twi'lek, Wickwar, Zabrak, Aqualish, Mon Calamari
Economy: -
History: During the Imperial Era, the Galactic Empire controlled Nevarro. In it aftermath, Nevarro became lawless and was a haven for bounty hunters working for Greef Karga, an agent of the the Bounty Hunters' Guild, which was headquartered inside a cantina. Navarro saw brief conflict when the bounty hunter Din Djarin rescued Grogu, an infant that he had delivered to a member of an Imperial remnant in a previous job, betraying the Guild.
Sources: The Mandalorian"
Polis Massa;278;12088;Western Reaches;404;814;Rim;135;"Polis Massa (K-20, Western Reaches, 0 hyperlane)
Geology: Asteroid field
Species: Eellayin (native),Kallidahin
Economy: 
History: 500 years before the end of the Clone Wars the Archaeological Research Council of Kallidah established a base on one asteroid in order to excavate its surface to study the reasons behind the planet's destruction. The Kallidahin eventually came to be known as Polis Massans. Archaeology was scant and not much was found. 50 years before the Clone Wars, researchers found the ruined city of Wiyentaah. Since then, the local dig was set up and started excavating. Following the execution of Order 66, Polis Massa became a safe haven for surviving Jedi. During the Galactic Civil War, Polis Massa served as an Alliance to Restore the Republic regional headquarters and operations sector. Polis Massa was included in a map of the galaxy that listed safe worlds, starfighter hubs at level five or higher, regional headquarters and operations sectors, and deep space caches.
Sources: Episode 3"
Terminus;279;12089;Western Reaches;384;817;Rim;171;"Terminus (K-20, Western Reaches, 4 hyperlanes)
Geology: Planet, Urban
Species: -
Economy: Piracy
History: By the time of the Galactic Civil War, Terminus had fallen under the sphere of influence of the Gorensla Hutt clan. In 0 ABY, Terminus became a hunting ground for a group of exiles from the Red Nebula, who kidnapped a number of smugglers and mercenaries to facilitate a heist of the Nebula's Great Life Jewels. The exile leader Klysk took captured passing travelers Han Solo and Chewbacca as they passed through Terminus, among others.
Sources: Atlas"
Dromund Kaas;280;12160;Sith Worlds;724;171;Rim;50;"Dromund Kaas (R-5, Sith Worlds, 2 hyperlanes)
Geology: Planet, Wet, Electrified, Swamp, Jungle, Oceans
Species: Sith, Human
Economy: -
History: Originally a colony of the Sith Empire, its location was lost then rediscovered in 4980 BBY. The Emperor and the remnants of the shattered Sith society reconstituted the Sith Empire with Dromund Kaas as its capital. In 3640 BBY a Jedi Knight defeated there the Emperor in personal combat. The reconstituted Empire eventually dissolved before 2000 BBY. Several decades later the rogue Sith Lord Darth Millennial established the Dark Force religion on Dromund Kaas after he rejected the Rule of Two and abandoned the Order of the Sith Lords. The Prophets of the Dark Side who followed Millennial's religion ruled Dromund Kaas for almost a thousand years before they incurred the wrath of Darth Sidious, causing the Prophets to abandon the planet for Bosthirda. Despite its relative obscurity, the planet became embroiled in the galactic conflict known as the Clone Wars, but the powerful influence of the dark side of the Force on Dromund Kaas continued to draw both Jedi and Sith to the planet over the next several decades.
Sources: [legends], SWTOR
"
Felucia;281;12161;Sith Worlds;729;200;Rim;62;"Felucia (R-6, Sith Worlds, 2 hyperlanes)
Geology: Planet, Hot, Humid, Jungle
Species: Felucian (native), Jungle Felucian (native), Gossam, Kyuzo, Tee-muss
Economy: Fuel, Food, Farming Equipment, Nysillin
History: Felucia was known as Galush prior to the formation of the Galactic Republic. The headquarters of the Commerce Guild, its primary agricultural export was the valuable crop nysillin, which was largely farmed by the native Felucian tribes. Its important strategic location along the Perlemian Trade Route made it a major battleground throughout the Clone Wars.
Sources: Clone Wars, Rebels, Battlefront 2, Atlas
"
Maridun;282;12163;Sith Worlds;691;219;Rim;105;"Maridun (Q-6, Sith Worlds, 2 hyperlanes)
Geology: Planet, Temperate, Plains, Savannas
Species: Amani (native), Lurmen, Hutt
Economy: -
History: Lurmen refugees who sought to escape the Clone Wars settled on the planet, seeking to make peaceful new lives away from watchful eyes. During the war, Republic survivors of the Battle of Quell crash-landed there and discovered the Lurmen village. Soon, Separatist General Lok Durd arrived and sought an alliance with the Lurmen, while plotting to test a new weapon known as the Defoliator on them. The Jedi present discovered this and defended the Lurmen village when Durd betrayed them. They rallied the villagers, disabled the Defoliator and captured Durd before three Star Destroyers arrived to retrieve them.
Sources: Clone Wars
"
